,Satiety Index,Insulin Index,Food_x,Group,Closest_Match,Food_y,serving_size,calories,total_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water
303,0.305372792,0.550710279,pie crust cookietype chocolate ready crust,grains,pie crust ready crust chocolate cookietype,pie crust ready crust chocolate cookietype,100 g,484.0,22g,0,503.00 mg,16.4 mg,72.00 mcg,50.00 mcg,3.073 mg,0.168 mg,0.265 mg,0.336 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,12.00 mcg,0.0,0.00 mcg,0.043 mg,0.0 mg,0.00 IU,1.79 mg,1.79 mg,18.2 mcg,32.00 mg,0.770 mg,4.30 mg,40.00 mg,1.833 mg,120.00 mg,187.00 mg,2.5 mcg,2.10 mg,6.08 g,0.238 g,0.290 g,0.454 g,0.108 g,1.318 g,0.243 g,0.112 g,0,0.225 g,0.382 g,0.245 g,0.073 g,0.277 g,0.419 g,0.260 g,0.205 g,0.080 g,0.164 g,0.316 g,64.48 g,2.7 g,26.31 g,0.00 g,0,0.00 g,0.00 g,0.00 g,19.47 g,22.42 g,4.725 g,14.482 g,2.035 g,0.00 mg,0.0 g,2.03 g,8.00 mg,100.00 mg,4.99 g
304,0.223465874,0.520933203,pie crust cookietype graham cracker ready crust,grains,pie crust ready crust graham cracker cookietype,pie crust ready crust graham cracker cookietype,100 g,501.0,25g,0,471.00 mg,17.7 mg,65.00 mcg,46.00 mcg,3.220 mg,0.178 mg,0.213 mg,0.184 mg,1.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,23.00 mcg,0.0,0.00 mcg,0.076 mg,0.0 mg,0.00 IU,1.85 mg,1.85 mg,21.8 mcg,29.00 mg,0.223 mg,2.60 mg,23.00 mg,1.287 mg,117.00 mg,113.00 mg,2.6 mcg,1.25 mg,5.10 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.30 g,1.9 g,18.13 g,0.00 g,0,0.00 g,0.00 g,0.00 g,18.13 g,24.83 g,4.999 g,16.928 g,1.671 g,0.00 mg,0.0 g,1.39 g,0.00 mg,0.00 mg,4.37 g
305,0.397030059,0.534972894,pie crust cookietype prepared recipe graham cracker chilled,grains,pie crust chilled graham cracker prepared recipe cookietype,pie crust chilled graham cracker prepared recipe cookietype,100 g,484.0,24g,0,560.00 mg,15.4 mg,34.00 mcg,27.00 mcg,2.091 mg,0.216 mg,0.172 mg,0.102 mg,833.00 IU,191.00 mcg,0.00 mcg,143.00 mcg,0.00 mcg,31.00 mcg,0.0,0.02 mcg,0.035 mg,0.0 mg,0,2.28 mg,2.28 mg,24.2 mcg,20.00 mg,0.122 mg,2.12 mg,18.00 mg,0.453 mg,64.00 mg,86.00 mg,5.9 mcg,0.46 mg,4.10 g,0.135 g,0.171 g,0.189 g,0.086 g,1.335 g,0.148 g,0.092 g,0,0.149 g,0.287 g,0.107 g,0.072 g,0.203 g,0.460 g,0.202 g,0.117 g,0.054 g,0.127 g,0.174 g,63.90 g,1.5 g,37.57 g,0,0,0,0,0,0,24.40 g,5.092 g,11.142 g,6.769 g,0.00 mg,0.0 g,1.50 g,0.00 mg,0.00 mg,6.10 g
306,0.255456999,0.391814516,pie crust cookietype prepared recipe vanilla wafer chilled,grains,pie crust chilled vanilla wafer prepared recipe cookietype,pie crust chilled vanilla wafer prepared recipe cookietype,100 g,531.0,36g,39mg,515.00 mg,22.7 mg,49.00 mcg,43.00 mcg,2.113 mg,0.305 mg,0.229 mg,0.189 mg,1172.00 IU,269.00 mcg,0.00 mcg,197.00 mcg,1.00 mcg,27.00 mcg,0.0,0.09 mcg,0.052 mg,0.1 mg,21.00 IU,3.06 mg,3.06 mg,34.0 mcg,42.00 mg,0.068 mg,1.63 mg,10.00 mg,0.178 mg,78.00 mg,79.00 mg,7.7 mcg,0.24 mg,3.70 g,0.137 g,0.160 g,0.222 g,0.077 g,0.963 g,0.119 g,0.079 g,0,0.161 g,0.274 g,0.178 g,0.078 g,0.178 g,0.328 g,0.213 g,0.127 g,0.050 g,0.122 g,0.184 g,50.20 g,0.1 g,7.33 g,0,0,0,0,0,0,36.20 g,7.434 g,15.647 g,10.682 g,39.00 mg,0.0 g,1.40 g,0.00 mg,0.00 mg,8.50 g
307,0.120136006,0.451489036,pie crust standardtype frozen readytobake enriched,grains,pie crust enriched readytobake frozen standardtype,pie crust enriched readytobake frozen standardtype,100 g,457.0,26g,0,409.00 mg,11.8 mg,70.00 mcg,46.00 mcg,2.700 mg,0.405 mg,0.170 mg,0.275 mg,1.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,1.00 mcg,0.0,0.00 mcg,0.050 mg,0.0 mg,0.00 IU,0.46 mg,0.46 mg,5.4 mcg,19.00 mg,0.075 mg,2.60 mg,15.00 mg,0.442 mg,72.00 mg,97.00 mg,5.7 mcg,0.45 mg,6.16 g,0.187 g,0.211 g,0.265 g,0.112 g,1.900 g,0.216 g,0.100 g,0.000 g,0.216 g,0.407 g,0.167 g,0.091 g,0.255 g,0.790 g,0.279 g,0.115 g,0.055 g,0.116 g,0.266 g,48.62 g,2.5 g,3.72 g,0,0,0,0,0,0,26.07 g,8.159 g,12.167 g,3.176 g,0.00 mg,0.0 g,1.33 g,0.00 mg,0.00 mg,17.82 g
308,0.138278984,0.458907699,pie crust standardtype frozen readytobake enriched baked,grains,pie crust baked enriched readytobake frozen standardtype,pie crust baked enriched readytobake frozen standardtype,100 g,508.0,29g,0,467.00 mg,13.4 mg,68.00 mcg,49.00 mcg,3.450 mg,0.455 mg,0.155 mg,0.300 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,1.00 mcg,0.0,0.00 mcg,0.045 mg,0.0 mg,0.00 IU,0.54 mg,0.54 mg,7.8 mcg,21.00 mg,0.097 mg,2.80 mg,17.00 mg,0,82.00 mg,114.00 mg,6.8 mcg,0.51 mg,6.50 g,0.200 g,0.235 g,0.304 g,0.134 g,2.158 g,0.244 g,0.114 g,0.000 g,0.230 g,0.460 g,0.141 g,0.105 g,0.294 g,0.798 g,0.329 g,0.129 g,0.065 g,0.145 g,0.290 g,56.24 g,3.3 g,4.23 g,0,0,0,0,0,0,28.59 g,9.277 g,13.562 g,3.568 g,0.00 mg,0.0 g,1.49 g,0.00 mg,0.00 mg,7.18 g
309,0.297999603,0.371552359,pie crust standardtype prepared recipe unbaked,grains,pie crust unbaked prepared recipe standardtype,pie crust unbaked prepared recipe standardtype,100 g,469.0,31g,0,482.00 mg,5.8 mg,71.00 mcg,61.00 mcg,2.943 mg,0.158 mg,0.246 mg,0.348 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,9.00 mcg,0.0,0.00 mcg,0.022 mg,0.0 mg,0.00 IU,0.28 mg,0.28 mg,13.2 mcg,9.00 mg,0.081 mg,2.57 mg,12.00 mg,0.383 mg,60.00 mg,59.00 mg,18.8 mcg,0.39 mg,5.70 g,0.184 g,0.231 g,0.241 g,0.121 g,1.927 g,0.206 g,0.127 g,0,0.198 g,0.393 g,0.126 g,0.101 g,0.288 g,0.663 g,0.286 g,0.156 g,0.070 g,0.173 g,0.230 g,42.30 g,3.4 g,0.15 g,0,0,0,0,0,0,30.80 g,7.674 g,13.500 g,8.119 g,0.00 mg,0.0 g,1.50 g,0.00 mg,0.00 mg,19.70 g
310,0.451136031,0.559684964,pie apple commercially prepared enriched flour,grains,pie enriched flour commercially prepared apple,pie enriched flour commercially prepared apple,100 g,237.0,11g,0,201.00 mg,7.2 mg,27.00 mcg,23.00 mcg,0.263 mg,0.119 mg,0.027 mg,0.028 mg,124.00 IU,32.00 mcg,0.00 mcg,9.00 mcg,6.00 mcg,9.00 mcg,0.0,0.01 mcg,0.038 mg,3.2 mg,0.00 IU,1.52 mg,1.52 mg,3.5 mcg,11.00 mg,0.046 mg,0.45 mg,7.00 mg,0.182 mg,24.00 mg,65.00 mg,1.0 mcg,0.16 mg,1.90 g,0.060 g,0.074 g,0.095 g,0.040 g,0.587 g,0.065 g,0.038 g,0,0.073 g,0.129 g,0.070 g,0.032 g,0.088 g,0.199 g,0.099 g,0.054 g,0.026 g,0.054 g,0.084 g,34.00 g,1.6 g,15.65 g,0,0,0,0,0,0,11.00 g,3.797 g,4.388 g,2.198 g,0.00 mg,0.0 g,0.90 g,0.00 mg,0.00 mg,52.20 g
311,0.360702,0.524658505,pie banana cream prepared recipe,grains,pie prepared recipe banana cream,pie prepared recipe banana cream,100 g,269.0,14g,51mg,240.00 mg,28.7 mg,27.00 mcg,16.00 mcg,1.054 mg,0.388 mg,0.207 mg,0.139 mg,237.00 IU,61.00 mcg,5.00 mcg,21.00 mcg,1.00 mcg,46.00 mcg,0.0,0.25 mcg,0.133 mg,1.6 mg,32.00 IU,0.40 mg,0.40 mg,6.3 mcg,75.00 mg,0.052 mg,1.04 mg,16.00 mg,0.152 mg,92.00 mg,165.00 mg,9.1 mcg,0.48 mg,4.40 g,0.155 g,0.186 g,0.285 g,0.068 g,1.062 g,0.126 g,0.116 g,0,0.203 g,0.358 g,0.232 g,0.092 g,0.206 g,0.407 g,0.243 g,0.165 g,0.055 g,0.168 g,0.229 g,32.90 g,0.7 g,12.06 g,0,0,0,0,0,0,13.60 g,3.758 g,5.719 g,3.292 g,51.00 mg,0.0 g,1.20 g,0.00 mg,0.00 mg,47.90 g
312,0.379194041,0.597400557,pie blueberry commercially prepared,grains,pie commercially prepared blueberry,pie commercially prepared blueberry,100 g,232.0,10g,0,287.00 mg,7.2 mg,27.00 mcg,23.00 mcg,0.300 mg,0.136 mg,0.030 mg,0.010 mg,140.00 IU,44.00 mcg,0.00 mcg,39.00 mcg,0.00 mcg,15.00 mcg,0.0,0.01 mcg,0.037 mg,2.7 mg,0.00 IU,1.04 mg,1.04 mg,10.5 mcg,8.00 mg,0.046 mg,0.30 mg,5.00 mg,0.176 mg,23.00 mg,50.00 mg,1.4 mcg,0.16 mg,1.80 g,0.057 g,0.072 g,0.082 g,0.039 g,0.580 g,0.063 g,0.037 g,0,0.069 g,0.125 g,0.062 g,0.031 g,0.086 g,0.195 g,0.094 g,0.051 g,0.025 g,0.051 g,0.080 g,34.90 g,1.0 g,9.89 g,0,0,0,0,0,0,10.00 g,1.679 g,4.244 g,3.524 g,0.00 mg,0.0 g,0.80 g,0.00 mg,0.00 mg,52.50 g
313,0.396327742,0.609345669,pie cherry commercially prepared,grains,pie commercially prepared cherry,pie commercially prepared cherry,100 g,260.0,11g,0,246.00 mg,7.2 mg,27.00 mcg,19.00 mcg,0.200 mg,0.319 mg,0.029 mg,0.023 mg,267.00 IU,52.00 mcg,0.00 mcg,69.00 mcg,0.00 mcg,20.00 mcg,0.0,0.01 mcg,0.041 mg,0.9 mg,0.00 IU,0.76 mg,0.76 mg,7.6 mcg,12.00 mg,0.040 mg,0.48 mg,8.00 mg,0.140 mg,29.00 mg,81.00 mg,1.2 mcg,0.18 mg,2.00 g,0.072 g,0.102 g,0.136 g,0.031 g,0.518 g,0.059 g,0.050 g,0,0.103 g,0.173 g,0.120 g,0.043 g,0.099 g,0.196 g,0.108 g,0.078 g,0.028 g,0.080 g,0.119 g,39.80 g,0.8 g,14.29 g,0,0,0,0,0,0,11.00 g,2.562 g,5.837 g,2.055 g,0.00 mg,0.0 g,0.90 g,0.00 mg,0.00 mg,46.20 g
314,0.338338858,0.569005417,pie dutch apple commercially prepared,grains,pie commercially prepared dutch apple,pie commercially prepared dutch apple,100 g,290.0,12g,0,200.00 mg,17.0 mg,21.00 mcg,15.00 mcg,1.094 mg,0.096 mg,0.067 mg,0.193 mg,82.00 IU,18.00 mcg,0.00 mcg,10.00 mcg,11.00 mcg,42.00 mcg,0.0,0.00 mcg,0.039 mg,5.7 mg,0,0.96 mg,0.96 mg,16.4 mcg,14.00 mg,0.148 mg,0.91 mg,8.00 mg,0.233 mg,29.00 mg,76.00 mg,2.2 mcg,0.19 mg,2.17 g,0.074 g,0.084 g,0.122 g,0.057 g,0.743 g,0.084 g,0.054 g,0,0.081 g,0.158 g,0.043 g,0.051 g,0.104 g,0.251 g,0.104 g,0.063 g,0.027 g,0.052 g,0.101 g,44.54 g,1.6 g,22.02 g,4.57 g,0,4.89 g,0.00 g,1.53 g,11.03 g,11.50 g,2.313 g,5.797 g,2.117 g,0.00 mg,0.0 g,0.70 g,0.00 mg,0.00 mg,41.09 g
315,0.471724701,0.518430994,pie fried pie fruit,grains,pie fruit fried pie,pie fruit fried pie,100 g,316.0,16g,0,333.00 mg,7.2 mg,18.00 mcg,15.00 mcg,1.425 mg,0.110 mg,0.106 mg,0.141 mg,27.00 IU,5.00 mcg,0.00 mcg,5.00 mcg,5.00 mcg,8.00 mcg,0.0,0.08 mcg,0.030 mg,1.3 mg,0.00 IU,1.72 mg,1.72 mg,4.1 mcg,22.00 mg,0.047 mg,1.22 mg,10.00 mg,0.224 mg,43.00 mg,65.00 mg,2.4 mcg,0.23 mg,3.00 g,0.093 g,0.112 g,0.156 g,0.059 g,0.906 g,0.098 g,0.062 g,0,0.120 g,0.211 g,0.121 g,0.052 g,0.138 g,0.314 g,0.154 g,0.089 g,0.042 g,0.090 g,0.138 g,42.60 g,2.6 g,21.40 g,0,0,0,0,0,0,16.10 g,2.457 g,7.449 g,5.376 g,0.00 mg,0.0 g,1.10 g,0.00 mg,0.00 mg,37.60 g
316,0.417529717,0.691012276,pie lemon meringue commercially prepared,grains,pie commercially prepared lemon meringue,pie commercially prepared lemon meringue,100 g,268.0,8.7g,45mg,172.00 mg,6.2 mg,24.00 mcg,16.00 mcg,0.649 mg,0.793 mg,0.209 mg,0.062 mg,173.00 IU,51.00 mcg,0.00 mcg,1.00 mcg,3.00 mcg,9.00 mcg,0.0,0.17 mcg,0.030 mg,3.2 mg,7.00 IU,1.06 mg,1.06 mg,2.1 mcg,56.00 mg,0.001 mg,0.61 mg,15.00 mg,0.060 mg,105.00 mg,89.00 mg,3.0 mcg,0.49 mg,1.50 g,0.061 g,0.081 g,0.106 g,0.029 g,0.342 g,0.048 g,0.034 g,0,0.066 g,0.116 g,0.084 g,0.030 g,0.066 g,0.116 g,0.101 g,0.060 g,0.019 g,0.054 g,0.074 g,47.20 g,1.2 g,23.86 g,0,0,0,0,0,0,8.70 g,1.766 g,2.685 g,3.648 g,45.00 mg,0.0 g,0.90 g,0.00 mg,0.00 mg,41.70 g
317,0.482937707,0.635054463,pie mince prepared recipe,grains,pie prepared recipe mince,pie prepared recipe mince,100 g,289.0,11g,0,254.00 mg,7.2 mg,23.00 mcg,18.00 mcg,1.189 mg,0.100 mg,0.105 mg,0.150 mg,22.00 IU,1.00 mcg,0.00 mcg,5.00 mcg,12.00 mcg,13.00 mcg,0.0,0.00 mcg,0.065 mg,5.9 mg,0.00 IU,0.15 mg,0.15 mg,5.4 mcg,22.00 mg,0.113 mg,1.49 mg,14.00 mg,0.263 mg,42.00 mg,203.00 mg,6.6 mcg,0.22 mg,2.60 g,0.087 g,0.122 g,0.157 g,0.051 g,0.779 g,0.073 g,0.064 g,0,0.074 g,0.149 g,0.058 g,0.053 g,0.112 g,0.232 g,0.101 g,0.070 g,0.027 g,0.070 g,0.096 g,48.00 g,2.6 g,28.31 g,0,0,0,0,0,0,10.80 g,2.682 g,4.654 g,2.842 g,0.00 mg,0.0 g,1.20 g,0.00 mg,0.00 mg,37.40 g
318,0.403734459,0.587326823,pie peach,grains,pie peach,pie peach,100 g,224.0,10g,0,217.00 mg,7.2 mg,29.00 mcg,25.00 mcg,0.200 mg,0.114 mg,0.033 mg,0.061 mg,140.00 IU,10.00 mcg,0.00 mcg,64.00 mcg,25.00 mcg,15.00 mcg,0.0,0.00 mcg,0.023 mg,0.9 mg,0.00 IU,0.94 mg,0.94 mg,3.3 mcg,8.00 mg,0.053 mg,0.50 mg,6.00 mg,0.152 mg,22.00 mg,125.00 mg,1.3 mcg,0.09 mg,1.90 g,0.069 g,0.066 g,0.132 g,0.035 g,0.538 g,0.064 g,0.037 g,0,0.067 g,0.122 g,0.064 g,0.035 g,0.081 g,0.178 g,0.095 g,0.057 g,0.022 g,0.052 g,0.086 g,32.90 g,0.8 g,16.23 g,0,0,0,0,0,0,10.00 g,1.508 g,4.241 g,3.749 g,0.00 mg,0.0 g,0.80 g,0.00 mg,0.00 mg,54.40 g
319,0.353811078,0.601087995,pie pecan commercially prepared,grains,pie commercially prepared pecan,pie commercially prepared pecan,100 g,407.0,17g,42mg,275.00 mg,49.5 mg,32.00 mcg,16.00 mcg,1.310 mg,0.391 mg,0.078 mg,0.204 mg,175.00 IU,51.00 mcg,0.00 mcg,4.00 mcg,2.00 mcg,39.00 mcg,0.0,0.12 mcg,0.038 mg,0.0 mg,3.00 IU,0.80 mg,0.80 mg,15.5 mcg,22.00 mg,0.184 mg,0.93 mg,22.00 mg,0.710 mg,83.00 mg,99.00 mg,7.0 mcg,0.87 mg,4.50 g,0.195 g,0.290 g,0.340 g,0.080 g,0.953 g,0.175 g,0.105 g,0,0.170 g,0.310 g,0.125 g,0.080 g,0.205 g,0.254 g,0.216 g,0.146 g,0.050 g,0.090 g,0.215 g,59.61 g,2.1 g,25.18 g,0.00 g,0.00 g,5.53 g,0.23 g,4.98 g,14.44 g,16.69 g,2.654 g,8.317 g,3.554 g,42.00 mg,0.0 g,0.95 g,0.00 mg,0.00 mg,18.25 g
320,0.383663689,0.560225299,pie pumpkin commercially prepared,grains,pie commercially prepared pumpkin,pie commercially prepared pumpkin,100 g,243.0,9.8g,26mg,239.00 mg,37.5 mg,26.00 mcg,16.00 mcg,1.107 mg,0.452 mg,0.124 mg,0.177 mg,3434.00 IU,448.00 mcg,686.00 mcg,1023.00 mcg,3.00 mcg,20.00 mcg,0.0,0.35 mcg,0.063 mg,0.0 mg,2.00 IU,0.76 mg,0.76 mg,13.2 mcg,64.00 mg,0.148 mg,0.90 mg,14.00 mg,0.227 mg,81.00 mg,167.00 mg,5.4 mcg,0.39 mg,3.90 g,0.150 g,0.154 g,0.299 g,0.062 g,0.844 g,0.115 g,0.088 g,0,0.158 g,0.297 g,0.192 g,0.249 g,0.175 g,0.286 g,0.220 g,0.154 g,0.048 g,0.118 g,0.211 g,34.83 g,1.8 g,18.88 g,2.85 g,0.01 g,3.78 g,2.00 g,0.95 g,9.30 g,9.75 g,1.988 g,4.600 g,1.770 g,26.00 mg,0.0 g,1.14 g,0.00 mg,0.00 mg,50.39 g
321,0.356506963,0.511687464,pie vanilla cream prepared recipe,grains,pie prepared recipe vanilla cream,pie prepared recipe vanilla cream,100 g,278.0,14g,62mg,260.00 mg,32.8 mg,26.00 mcg,15.00 mcg,0.984 mg,0.415 mg,0.216 mg,0.139 mg,306.00 IU,83.00 mcg,2.00 mcg,22.00 mcg,1.00 mcg,52.00 mcg,0.0,0.30 mcg,0.049 mg,0.5 mg,47.00 IU,0.45 mg,0.45 mg,6.7 mcg,90.00 mg,0.039 mg,1.02 mg,13.00 mg,0.128 mg,104.00 mg,126.00 mg,9.5 mcg,0.53 mg,4.80 g,0.169 g,0.203 g,0.309 g,0.071 g,1.143 g,0.133 g,0.117 g,0,0.228 g,0.397 g,0.266 g,0.103 g,0.224 g,0.444 g,0.269 g,0.184 g,0.060 g,0.189 g,0.255 g,32.60 g,0.6 g,12.68 g,0,0,0,0,0,0,14.40 g,4.030 g,6.043 g,3.438 g,62.00 mg,0.0 g,1.20 g,0.00 mg,0.00 mg,47.00 g
322,0.549416847,0.926975425,pound cake fat free,grains,pudding fat free readytoeat chocolate,pudding fat free readytoeat chocolate,100 g,93.0,0.3g,1mg,154.00 mg,7.0 mg,3.00 mcg,0.00 mcg,0.087 mg,0.148 mg,0.074 mg,0.018 mg,1.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,1.00 mcg,0.0,0.15 mcg,0.016 mg,0.0 mg,0.00 IU,0.00 mg,0.00 mg,0.1 mcg,39.00 mg,0.083 mg,1.69 mg,15.00 mg,0.078 mg,54.00 mg,208.00 mg,1.6 mcg,0.30 mg,1.93 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.87 g,0.3 g,15.75 g,0,0,0,0,0,0,0.30 g,0.000 g,0.000 g,0.000 g,1.00 mg,0.0 g,0.70 g,2.00 mg,53.00 mg,76.23 g
323,0.551152074,0.730119754,rice bran bread,grains,bread rice bran,bread rice bran,100 g,243.0,4.6g,0,269.00 mg,18.7 mg,86.00 mcg,56.00 mcg,6.810 mg,0.776 mg,0.300 mg,0.653 mg,3.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,49.00 mcg,0.0,0.00 mcg,0.268 mg,0.0 mg,0.00 IU,0.65 mg,0.65 mg,1.0 mcg,69.00 mg,0.184 mg,3.61 mg,80.00 mg,1.585 mg,178.00 mg,215.00 mg,28.7 mcg,1.31 mg,8.90 g,0.328 g,0.379 g,0.464 g,0.190 g,2.703 g,0.344 g,0.197 g,0,0.347 g,0.624 g,0.259 g,0.156 g,0.439 g,0.910 g,0.433 g,0.268 g,0.106 g,0.271 g,0.402 g,43.50 g,4.9 g,4.67 g,0,0,0,0,0,0,4.60 g,0.709 g,1.654 g,1.760 g,0.00 mg,0.0 g,2.00 g,0.00 mg,0.00 mg,41.00 g
324,0.590659563,0.729360596,roll dinner oat bran,grains,roll oat bran dinner,roll oat bran dinner,100 g,236.0,4.6g,0,413.00 mg,14.6 mg,95.00 mcg,64.00 mcg,4.954 mg,0.428 mg,0.289 mg,0.448 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,44.00 mcg,0.0,0.00 mcg,0.045 mg,0.0 mg,0.00 IU,0.48 mg,0.48 mg,1.2 mcg,85.00 mg,0.136 mg,4.14 mg,33.00 mg,0.754 mg,115.00 mg,121.00 mg,29.3 mcg,1.02 mg,9.50 g,0.339 g,0.408 g,0.500 g,0.215 g,2.902 g,0.360 g,0.206 g,0,0.367 g,0.672 g,0.270 g,0.164 g,0.475 g,0.970 g,0.460 g,0.274 g,0.120 g,0.297 g,0.423 g,40.20 g,4.1 g,6.67 g,0,0,0,0,0,0,4.60 g,0.619 g,1.488 g,1.568 g,0.00 mg,0.0 g,1.70 g,0.00 mg,0.00 mg,44.00 g
325,0.426735061,0.761724863,roll dinner plain commercially prepared includes brownandserve,grains,roll commercially prepared includes brownandserve plain dinner,roll commercially prepared includes brownandserve plain dinner,100 g,310.0,6.5g,4mg,467.00 mg,14.6 mg,101.00 mcg,71.00 mcg,5.367 mg,0.452 mg,0.374 mg,0.526 mg,5.00 IU,1.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,13.00 mcg,0.0,0.13 mcg,0.097 mg,0.2 mg,0.00 IU,0.28 mg,0.28 mg,10.6 mcg,178.00 mg,0.135 mg,3.72 mg,26.00 mg,0.582 mg,122.00 mg,139.00 mg,26.8 mcg,0.99 mg,10.86 g,0.343 g,0.378 g,0.450 g,0.227 g,3.510 g,0.386 g,0.222 g,0,0.337 g,0.729 g,0.233 g,0.145 g,0.506 g,1.213 g,0.546 g,0.286 g,0.081 g,0.290 g,0.401 g,52.04 g,2.0 g,5.55 g,0,0,0,0,0,0,6.47 g,1.375 g,1.881 g,2.509 g,4.00 mg,0.0 g,2.18 g,0.00 mg,0.00 mg,28.44 g
326,0.316921703,0.744217922,roll dinner plain prepared recipe made low fat 2 milk,grains,roll made low fat 2 milk prepared recipe plain dinner,roll made low fat 2 milk prepared recipe plain dinner,100 g,316.0,7.3g,35mg,415.00 mg,0,90.00 mcg,47.00 mcg,3.448 mg,0.450 mg,0.408 mg,0.393 mg,338.00 IU,87.00 mcg,0,0,0,0,0.0,0.14 mcg,0.060 mg,0.2 mg,0,0,0,0,60.00 mg,0.114 mg,2.96 mg,19.00 mg,0.401 mg,126.00 mg,152.00 mg,22.8 mcg,0.70 mg,8.50 g,0.311 g,0.362 g,0.478 g,0.164 g,2.425 g,0.290 g,0.198 g,0,0.353 g,0.639 g,0.330 g,0.173 g,0.426 g,0.857 g,0.452 g,0.282 g,0.106 g,0.293 g,0.402 g,53.40 g,1.9 g,0,0,0,0,0,0,0,7.30 g,1.795 g,2.881 g,2.006 g,35.00 mg,0.0 g,1.70 g,0,0,29.10 g
327,0.550522547,0.79656414,roll dinner rye,grains,roll rye dinner,roll rye dinner,100 g,286.0,3.4g,0,650.00 mg,14.6 mg,99.00 mcg,77.00 mcg,3.900 mg,0.383 mg,0.270 mg,0.380 mg,8.00 IU,0.00 mcg,0.00 mcg,4.00 mcg,1.00 mcg,54.00 mcg,0.0,0.00 mcg,0.062 mg,0.0 mg,0.00 IU,0.34 mg,0.34 mg,3.1 mcg,30.00 mg,0.201 mg,2.70 mg,54.00 mg,0.702 mg,159.00 mg,180.00 mg,27.8 mcg,0.97 mg,10.30 g,0.362 g,0.403 g,0.532 g,0.215 g,3.231 g,0.369 g,0.224 g,0,0.396 g,0.712 g,0.282 g,0.172 g,0.510 g,1.125 g,0.512 g,0.313 g,0.119 g,0.262 g,0.468 g,53.10 g,4.9 g,1.17 g,0,0,0,0,0,0,3.40 g,0.605 g,1.236 g,0.708 g,0.00 mg,0.0 g,2.90 g,0.00 mg,0.00 mg,30.10 g
328,0.463319665,0.716126075,roll dinner wheat,grains,roll wheat dinner,roll wheat dinner,100 g,273.0,6.3g,0,524.00 mg,18.7 mg,60.00 mcg,45.00 mcg,4.072 mg,0.364 mg,0.273 mg,0.433 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,65.00 mcg,0.0,0.00 mcg,0.076 mg,0.0 mg,0.00 IU,0.36 mg,0.36 mg,2.7 mcg,176.00 mg,0.150 mg,3.55 mg,36.00 mg,1.023 mg,104.00 mg,115.00 mg,33.0 mcg,0.90 mg,8.60 g,0.287 g,0.353 g,0.400 g,0.199 g,2.897 g,0.324 g,0.193 g,0,0.321 g,0.594 g,0.205 g,0.145 g,0.419 g,0.964 g,0.416 g,0.241 g,0.118 g,0.246 g,0.379 g,46.00 g,3.8 g,1.63 g,0,0,0,0,0,0,6.30 g,1.497 g,3.109 g,1.107 g,0.00 mg,0.0 g,2.10 g,0.00 mg,0.00 mg,37.00 g
